,id,host_id,district,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month,day
20276,38363929,121081143,Downtown Core,Waterfront Communities-The Island,43.64818,-79.39875,Private room,121,1,6,2019-11-05,1.98,1,86,2019,11,5
20278,38371791,205258900,West End,Dovercourt-Wallace Emerson-Junction,43.66872,-79.42685,Entire home/apt,60,2,3,2019-11-19,1.15,9,76,2019,11,19
20279,38372316,74672680,Scarborough,West Hill,43.76932,-79.16256,Private room,45,1,2,2019-09-23,0.74,4,342,2019,9,23
20281,38374333,254569147,West End,Trinity-Bellwoods,43.65485,-79.40769,Entire home/apt,130,4,3,2019-11-23,3.0,5,34,2019,11,23
20283,38376180,242939626,North York,Pleasant View,43.80015,-79.33629,Private room,46,2,3,2019-10-18,1.14,4,90,2019,10,18
20285,38377623,256518657,West End,Little Portugal,43.64369,-79.42661,Entire home/apt,150,1,17,2019-11-17,5.54,6,137,2019,11,17
20286,38377694,290417223,East End,Danforth,43.68387,-79.32956,Private room,53,1,6,2019-11-01,2.0,4,24,2019,11,1
20287,38377734,292257317,East End,The Beaches,43.67068,-79.29567,Entire home/apt,144,2,9,2019-11-21,3.18,1,334,2019,11,21
20288,38377810,214775900,East End,Bay Street Corridor,43.66314,-79.38492,Entire home/apt,300,1,6,2019-11-03,2.54,1,176,2019,11,3
20292,38383651,248291219,East York,Broadview North,43.69173,-79.35627,Entire home/apt,99,3,4,2019-10-21,1.32,1,29,2019,10,21
20293,38384524,256480710,North York,Newtonbrook West,43.78941,-79.42911,Private room,48,1,2,2019-10-04,0.65,3,3,2019,10,4
20294,38384775,291819392,Downtown Core,Waterfront Communities-The Island,43.64629,-79.39342,Entire home/apt,251,1,5,2019-11-10,1.7,2,325,2019,11,10
20295,38385283,292362480,Scarborough,Eglinton East,43.73899,-79.24676,Entire home/apt,89,1,2,2019-09-29,0.72,1,352,2019,9,29
20297,38385739,292366268,Downtown Core,Waterfront Communities-The Island,43.64455,-79.39304,Entire home/apt,140,1,2,2019-10-13,0.85,1,19,2019,10,13
20298,38387036,27582052,North York,Willowdale East,43.77994,-79.41405,Entire home/apt,85,2,4,2019-12-03,2.14,1,2,2019,12,3
20299,38387226,105171051,West End,Niagara,43.63692,-79.40176,Entire home/apt,107,1,18,2019-12-01,5.87,2,317,2019,12,1
20300,38387799,211526817,Downtown Core,Waterfront Communities-The Island,43.64836,-79.38818,Entire home/apt,180,2,8,2019-12-04,3.16,32,78,2019,12,4
20302,38400069,149742140,Downtown Core,Kensington-Chinatown,43.65334,-79.40214,Entire home/apt,109,1,14,2019-11-17,4.52,3,80,2019,11,17
20304,38400698,288127164,Downtown Core,Waterfront Communities-The Island,43.64145,-79.38333,Entire home/apt,111,1,2,2019-10-21,0.92,1,12,2019,10,21
20305,38401903,292527083,York,High Park North,43.65801,-79.46535,Private room,99,2,3,2019-10-18,1.53,3,269,2019,10,18
20306,38402388,5546815,North York,Westminster-Branson,43.78759,-79.45408,Private room,50,1,2,2019-10-13,0.77,4,177,2019,10,13
20307,38403100,152088065,East York,Leaside-Bennington,43.70274,-79.36559,Shared room,16,28,3,2019-10-22,1.18,53,352,2019,10,22
20310,38404049,122295862,West End,Junction Area,43.67251,-79.46801,Entire home/apt,65,1,19,2019-11-17,6.26,1,0,2019,11,17
20320,38408715,292616019,Downtown Core,Cabbagetown-South St.James Town,43.66422,-79.37273,Entire home/apt,160,2,6,2019-10-26,2.12,1,83,2019,10,26
20324,38411631,48282367,Downtown Core,Waterfront Communities-The Island,43.64221,-79.38083,Entire home/apt,197,1,28,2019-12-06,9.44,1,63,2019,12,6
20325,38411652,250617890,Etobicoke,Stonegate-Queensway,43.62823,-79.49503,Entire home/apt,99,1,5,2019-12-02,2.63,2,361,2019,12,2
20327,38413131,149389904,Scarborough,Steeles,43.81821,-79.31458,Private room,85,1,2,2019-09-15,0.7,9,282,2019,9,15
20328,38413568,26429154,East End,The Beaches,43.66979,-79.30417,Entire home/apt,150,1,10,2019-12-01,4.48,1,172,2019,12,1
20329,38413676,292730860,Downtown Core,Waterfront Communities-The Island,43.64111,-79.39641,Entire home/apt,199,2,18,2019-12-01,6.43,1,81,2019,12,1
20331,38414680,292742206,North York,Willowdale West,43.76872,-79.42126,Private room,50,2,3,2019-09-27,1.0,4,364,2019,9,27
20332,38415294,149389904,Scarborough,Steeles,43.81726,-79.31095,Private room,70,1,3,2019-12-01,1.05,9,365,2019,12,1
20333,38415377,175433745,Downtown Core,Waterfront Communities-The Island,43.64125,-79.39096,Entire home/apt,300,1,39,2019-12-04,12.72,9,62,2019,12,4
20334,38415495,143975573,Downtown Core,Waterfront Communities-The Island,43.64035,-79.39423,Private room,99,1,3,2019-09-28,1.06,1,0,2019,9,28
20336,38422802,152088065,East York,Leaside-Bennington,43.70214,-79.36557,Shared room,16,28,2,2019-09-29,0.74,53,292,2019,9,29
20338,38424650,48917292,North End,Lawrence Park South,43.71377,-79.40686,Private room,110,1,2,2019-10-06,0.85,1,269,2019,10,6
20340,38425919,2020529,East End,Danforth East York,43.68581,-79.34171,Entire home/apt,95,7,4,2019-11-18,1.71,1,58,2019,11,18
20342,38427852,245008110,Downtown Core,Waterfront Communities-The Island,43.64193,-79.40071,Entire home/apt,200,1,11,2019-11-17,3.93,1,156,2019,11,17
20343,38428305,241976863,West End,Trinity-Bellwoods,43.64655,-79.40894,Entire home/apt,200,1,31,2019-12-06,10.33,4,356,2019,12,6
20344,38428386,291819392,Downtown Core,Waterfront Communities-The Island,43.64666,-79.36287,Entire home/apt,298,1,9,2019-12-05,3.46,2,314,2019,12,5
20345,38429136,190088181,North York,Victoria Village,43.72804,-79.30788,Entire home/apt,80,1,2,2019-10-20,0.77,1,81,2019,10,20
20346,38429197,292889730,Downtown Core,Waterfront Communities-The Island,43.64606,-79.39332,Entire home/apt,90,1,6,2019-10-14,2.37,1,0,2019,10,14
20347,38429800,290631596,Etobicoke,Edenbridge-Humber Valley,43.65491,-79.52691,Private room,80,1,7,2019-11-18,2.69,3,170,2019,11,18
20348,38429941,290631596,Etobicoke,Edenbridge-Humber Valley,43.65501,-79.5277,Private room,80,1,3,2019-11-30,1.41,3,176,2019,11,30
20349,38430232,214687440,West End,Niagara,43.64111,-79.41494,Entire home/apt,91,1,11,2019-12-01,3.63,2,173,2019,12,1
20352,38434215,292980872,Downtown Core,Waterfront Communities-The Island,43.64825,-79.38814,Entire home/apt,251,2,4,2019-11-18,1.88,1,149,2019,11,18
20357,38435842,245843690,West End,Dovercourt-Wallace Emerson-Junction,43.66174,-79.43989,Private room,80,1,8,2019-11-19,2.79,2,340,2019,11,19
20359,38436084,3681231,Etobicoke,Islington-City Centre West,43.63966,-79.53654,Private room,99,1,3,2019-11-20,1.48,1,342,2019,11,20
20363,38437303,287596754,Downtown Core,Waterfront Communities-The Island,43.64072,-79.39723,Entire home/apt,199,1,24,2019-12-01,8.28,1,172,2019,12,1
20364,38437461,40406859,Scarborough,Wexford/Maryvale,43.73254,-79.30587,Private room,34,7,2,2019-11-01,1.2,5,75,2019,11,1
20365,38437485,281004951,Downtown Core,Waterfront Communities-The Island,43.64811,-79.38889,Entire home/apt,368,2,14,2019-11-30,4.94,1,80,2019,11,30
20366,38438195,452888,Downtown Core,Cabbagetown-South St.James Town,43.66508,-79.3778,Entire home/apt,95,7,6,2019-10-22,2.09,1,0,2019,10,22
20367,38438281,245843690,West End,Dovercourt-Wallace Emerson-Junction,43.66163,-79.4403,Private room,54,1,13,2019-11-26,5.57,2,355,2019,11,26
20368,38438705,291666918,West End,Dovercourt-Wallace Emerson-Junction,43.66136,-79.44019,Private room,121,1,19,2019-11-27,6.33,1,281,2019,11,27
20369,38440178,241976863,West End,Dovercourt-Wallace Emerson-Junction,43.66326,-79.44029,Private room,49,1,10,2019-10-30,3.85,4,310,2019,10,30
20370,38440629,293032197,North End,Bedford Park-Nortown,43.72609,-79.43067,Entire home/apt,85,1,6,2019-11-29,3.67,2,163,2019,11,29
20373,38448741,241976863,West End,Dovercourt-Wallace Emerson-Junction,43.66139,-79.43973,Private room,54,1,6,2019-11-23,2.31,4,354,2019,11,23
20375,38452895,248726708,North York,Downsview-Roding-CFB,43.72217,-79.50341,Private room,40,1,3,2019-10-06,1.17,2,365,2019,10,6
20377,38454351,120963490,Downtown Core,Waterfront Communities-The Island,43.64119,-79.38229,Entire home/apt,150,1,6,2019-11-25,3.53,1,88,2019,11,25
20378,38455201,293151559,Downtown Core,Moss Park,43.6528,-79.36974,Entire home/apt,199,30,2,2019-11-20,2.0,1,35,2019,11,20
20382,38458781,211526817,North York,Newtonbrook West,43.79132,-79.42759,Private room,40,3,2,2019-11-30,1.54,32,341,2019,11,30
20383,38458795,10391856,Downtown Core,Waterfront Communities-The Island,43.64218,-79.38109,Entire home/apt,225,1,34,2019-11-30,11.86,2,52,2019,11,30
20385,38459211,34373033,West End,Trinity-Bellwoods,43.64922,-79.40684,Entire home/apt,155,2,3,2019-10-28,1.41,2,365,2019,10,28
20386,38459329,293203477,Downtown Core,Moss Park,43.65683,-79.35892,Entire home/apt,147,2,12,2019-11-24,4.62,1,64,2019,11,24
20387,38459345,72448033,West End,Little Portugal,43.6416,-79.42614,Private room,78,1,15,2019-11-15,5.23,1,35,2019,11,15
20389,38459464,260655755,Downtown Core,Kensington-Chinatown,43.65651,-79.40375,Private room,80,1,3,2019-11-10,1.27,1,128,2019,11,10
20391,38460267,290417223,East End,Danforth,43.68379,-79.32757,Private room,62,1,6,2019-11-04,2.07,4,17,2019,11,4
20392,38460996,293233681,Downtown Core,Waterfront Communities-The Island,43.64248,-79.38137,Entire home/apt,150,2,12,2019-11-24,4.8,1,140,2019,11,24
20393,38462585,5066051,East End,Danforth East York,43.68859,-79.32193,Entire home/apt,60,4,4,2019-11-10,1.9,1,71,2019,11,10
20394,38462764,8695394,Etobicoke,Mimico (includes Humber Bay Shores),43.62408,-79.48705,Entire home/apt,150,2,3,2019-10-20,1.27,1,76,2019,10,20
20395,38462796,293247025,North York,Parkwoods-Donalda,43.74818,-79.32071,Entire home/apt,300,3,13,2019-12-02,4.76,1,125,2019,12,2
20396,38463609,293255944,Downtown Core,Waterfront Communities-The Island,43.63939,-79.39649,Entire home/apt,175,2,19,2019-11-26,6.33,1,136,2019,11,26
20397,38463659,27468549,Downtown Core,Waterfront Communities-The Island,43.64919,-79.3918,Entire home/apt,150,2,6,2019-11-03,2.4,1,159,2019,11,3
20398,38463851,169956637,Etobicoke,Kingsview Village-The Westway,43.70017,-79.54744,Private room,60,1,19,2019-12-04,6.55,1,79,2019,12,4
20399,38465141,142092731,East York,Old East York,43.69546,-79.33665,Entire home/apt,99,1,6,2019-11-21,2.09,5,66,2019,11,21
20400,38465173,293274089,Downtown Core,Waterfront Communities-The Island,43.64126,-79.38023,Entire home/apt,251,2,13,2019-11-17,4.87,1,254,2019,11,17
20402,38465934,152088065,East York,Leaside-Bennington,43.70154,-79.36781,Shared room,21,28,2,2019-11-20,0.71,53,232,2019,11,20
20403,38466354,292527083,York,High Park North,43.65877,-79.4655,Private room,99,2,4,2019-10-14,1.41,3,268,2019,10,14
20404,38466537,292527083,York,High Park North,43.6603,-79.4654,Private room,99,2,4,2019-10-13,1.5,3,264,2019,10,13
20408,38478453,56118558,North York,Lansing-Westgate,43.74122,-79.42841,Entire home/apt,199,2,3,2019-10-06,1.06,14,173,2019,10,6
20409,38479031,161787486,Downtown Core,Waterfront Communities-The Island,43.64293,-79.38282,Entire home/apt,148,1,18,2019-12-05,6.14,10,304,2019,12,5
20410,38479320,256518657,Downtown Core,Waterfront Communities-The Island,43.64149,-79.38255,Entire home/apt,150,1,22,2019-11-17,7.76,6,116,2019,11,17
20412,38480372,241160208,North York,Newtonbrook East,43.78412,-79.40314,Entire home/apt,80,4,2,2019-11-30,2.0,4,62,2019,11,30
20413,38480754,293409902,Downtown Core,Waterfront Communities-The Island,43.64338,-79.3899,Entire home/apt,170,2,11,2019-11-12,3.79,1,144,2019,11,12
20416,38482157,259848607,Downtown Core,Moss Park,43.6568,-79.36979,Entire home/apt,225,1,2,2019-09-16,0.71,4,357,2019,9,16
20417,38482327,280399522,West End,Niagara,43.63597,-79.40603,Entire home/apt,200,1,7,2019-11-10,2.63,3,122,2019,11,10
20418,38484237,230967332,Downtown Core,Waterfront Communities-The Island,43.65002,-79.38856,Entire home/apt,180,1,15,2019-12-07,5.06,5,47,2019,12,7
20420,38485917,293477154,Downtown Core,Waterfront Communities-The Island,43.63955,-79.39741,Entire home/apt,159,2,8,2019-11-12,3.08,1,24,2019,11,12
20421,38486202,283622663,Downtown Core,Waterfront Communities-The Island,43.6429,-79.3832,Entire home/apt,148,2,12,2019-11-26,4.68,1,109,2019,11,26
20422,38486373,1718194,East End,Bay Street Corridor,43.66075,-79.38621,Entire home/apt,148,30,3,2019-11-13,1.53,31,85,2019,11,13
20423,38488891,151523599,North End,Mount Pleasant West,43.70681,-79.39573,Entire home/apt,159,5,2,2019-11-18,0.71,18,80,2019,11,18
20424,38489094,293496781,Downtown Core,Waterfront Communities-The Island,43.6487,-79.38763,Entire home/apt,498,2,13,2019-12-05,6.29,1,126,2019,12,5
20425,38489592,27697540,West End,Dovercourt-Wallace Emerson-Junction,43.66319,-79.42061,Entire home/apt,69,2,17,2019-11-16,5.8,1,10,2019,11,16
20426,38489912,134074325,West End,Niagara,43.6421,-79.41608,Entire home/apt,150,1,10,2019-11-25,3.53,2,330,2019,11,25
20427,38491038,56631481,Downtown Core,Church-Yonge Corridor,43.66715,-79.38297,Entire home/apt,110,1,10,2019-11-23,3.53,1,81,2019,11,23
20428,38491216,10202618,Downtown Core,Annex,43.67048,-79.39482,Entire home/apt,99,1,6,2019-11-09,2.2,121,353,2019,11,9
20431,38491659,120004539,East End,North Riverdale,43.66879,-79.34678,Entire home/apt,81,1,17,2019-12-04,6.14,1,0,2019,12,4
20432,38492246,293523313,Scarborough,Malvern,43.79291,-79.23778,Entire home/apt,99,1,8,2019-10-07,3.04,1,0,2019,10,7
20433,38492509,185707782,North York,Willowdale East,43.75668,-79.40442,Entire home/apt,251,2,10,2019-10-25,3.57,1,356,2019,10,25
20434,38492825,293518870,North York,St.Andrew-Windfields,43.75979,-79.39326,Entire home/apt,358,2,4,2019-12-01,2.79,1,70,2019,12,1
20435,38492829,223826535,Scarborough,L'Amoreaux,43.79669,-79.29979,Entire home/apt,400,1,12,2019-12-02,4.5,1,0,2019,12,2
20436,38493322,292742206,North York,Willowdale West,43.76859,-79.4216,Private room,30,1,3,2019-11-13,1.13,4,88,2019,11,13
20437,38495578,165491144,Scarborough,Wexford/Maryvale,43.75182,-79.29817,Entire home/apt,140,1,8,2019-11-20,3.43,1,87,2019,11,20
20439,38499072,275038623,East End,Bay Street Corridor,43.65035,-79.38164,Entire home/apt,200,1,3,2019-12-01,1.58,27,0,2019,12,1
20440,38508835,293666573,North York,Newtonbrook West,43.78728,-79.41837,Entire home/apt,150,1,5,2019-10-05,1.92,1,158,2019,10,5
20442,38509526,21107021,North York,Willowdale East,43.75754,-79.40598,Private room,58,2,4,2019-11-30,1.74,1,165,2019,11,30
20443,38510465,275038623,East End,Bay Street Corridor,43.65086,-79.3826,Entire home/apt,200,1,11,2019-11-30,3.88,27,365,2019,11,30
20447,38517888,179656898,North York,Willowdale West,43.76784,-79.43972,Entire home/apt,109,1,34,2019-12-07,12.44,1,65,2019,12,7
20448,38518766,266820149,Downtown Core,Waterfront Communities-The Island,43.64183,-79.38171,Entire home/apt,99,1,3,2019-11-06,1.67,4,78,2019,11,6
20449,38519059,116605673,Etobicoke,West Humber-Clairville,43.73406,-79.59473,Private room,40,1,10,2019-12-02,4.76,4,175,2019,12,2
20450,38519778,116605673,Etobicoke,West Humber-Clairville,43.73422,-79.59484,Private room,34,1,4,2019-12-03,1.62,4,105,2019,12,3
20451,38520275,280754761,North York,Victoria Village,43.7275,-79.31424,Private room,38,2,4,2019-10-14,1.41,4,89,2019,10,14
20452,38520533,39601425,East End,Bay Street Corridor,43.65117,-79.38297,Entire home/apt,150,1,2,2019-10-27,1.03,1,131,2019,10,27
20453,38521111,263529189,Downtown Core,Waterfront Communities-The Island,43.64549,-79.39385,Private room,70,1,9,2019-11-22,3.18,1,7,2019,11,22
20454,38521589,279305236,Downtown Core,Waterfront Communities-The Island,43.63906,-79.39882,Private room,160,1,21,2019-12-03,7.87,7,80,2019,12,3
20455,38521593,279305236,Downtown Core,Waterfront Communities-The Island,43.63994,-79.39162,Private room,160,1,28,2019-12-04,9.77,7,73,2019,12,4
20456,38521760,191179454,Downtown Core,Waterfront Communities-The Island,43.64701,-79.4001,Entire home/apt,139,1,18,2019-12-01,6.21,12,83,2019,12,1
20457,38521865,293480306,Downtown Core,Waterfront Communities-The Island,43.64217,-79.38116,Entire home/apt,180,1,19,2019-11-22,6.79,1,166,2019,11,22
20458,38522963,126947742,Downtown Core,Waterfront Communities-The Island,43.64249,-79.38263,Entire home/apt,199,2,4,2019-11-18,1.69,8,105,2019,11,18
20459,38522985,41079136,North York,Willowdale East,43.7613,-79.40909,Entire home/apt,220,1,10,2019-11-29,3.53,3,79,2019,11,29
20460,38523032,137895749,Scarborough,Rouge,43.78319,-79.13004,Entire home/apt,46,5,2,2019-10-17,0.8,1,317,2019,10,17
20462,38523494,26910602,West End,Niagara,43.63772,-79.40464,Entire home/apt,175,1,4,2019-10-27,1.54,1,69,2019,10,27
20463,38523650,228793542,York,Briar Hill-Belgravia,43.70083,-79.44172,Entire home/apt,159,2,2,2019-09-28,0.74,2,28,2019,9,28
20464,38523754,36279693,East York,Greenwood-Coxwell,43.66818,-79.32095,Entire home/apt,89,1,16,2019-12-06,6.67,1,21,2019,12,6
20468,38525072,204935832,North York,Downsview-Roding-CFB,43.7277,-79.48899,Private room,38,1,3,2019-09-17,1.03,2,364,2019,9,17
20469,38525075,23825563,North York,Glenfield-Jane Heights,43.74515,-79.50339,Entire home/apt,70,1,11,2019-12-01,6.23,1,117,2019,12,1
20470,38525757,148787014,East End,Bay Street Corridor,43.65089,-79.38092,Private room,99,2,2,2019-11-01,0.77,1,7,2019,11,1
20471,38529118,275038623,East End,Bay Street Corridor,43.65084,-79.38089,Entire home/apt,209,1,3,2019-11-16,1.55,27,362,2019,11,16
20472,38529659,276566152,East End,Woodbine Corridor,43.68097,-79.31817,Entire home/apt,999,3,6,2019-11-07,2.31,5,0,2019,11,7
20473,38537175,5984008,Downtown Core,Waterfront Communities-The Island,43.64844,-79.37066,Private room,100,2,3,2019-10-14,1.17,1,0,2019,10,14
20475,38538261,118070927,Etobicoke,Mimico (includes Humber Bay Shores),43.62429,-79.47894,Entire home/apt,144,1,3,2019-10-15,1.29,2,365,2019,10,15
20476,38539741,193560008,North York,Bathurst Manor,43.75538,-79.46286,Entire home/apt,90,10,2,2019-11-30,1.62,1,1,2019,11,30
20478,38540236,293958057,Downtown Core,Church-Yonge Corridor,43.66079,-79.38172,Entire home/apt,321,4,2,2019-11-08,1.15,1,0,2019,11,8
20480,38543989,23899162,North End,Forest Hill South,43.68716,-79.4128,Entire home/apt,85,3,5,2019-12-01,2.73,1,0,2019,12,1
20481,38544764,29534724,West End,South Parkdale,43.63905,-79.44385,Entire home/apt,52,1,3,2019-10-21,1.15,1,2,2019,10,21
20482,38546927,265679073,Downtown Core,Waterfront Communities-The Island,43.64653,-79.40266,Entire home/apt,99,1,11,2019-11-23,4.34,3,70,2019,11,23
20483,38546957,17705073,West End,Roncesvalles,43.64508,-79.44423,Entire home/apt,150,3,2,2019-11-13,0.94,3,37,2019,11,13
20484,38547398,121163569,Downtown Core,Moss Park,43.66032,-79.36806,Private room,76,1,10,2019-11-10,3.41,1,223,2019,11,10
20485,38549285,294102707,East End,Bay Street Corridor,43.64962,-79.38318,Entire home/apt,200,3,2,2019-11-11,1.62,1,89,2019,11,11
20486,38550791,294130229,West End,Dovercourt-Wallace Emerson-Junction,43.66665,-79.42838,Entire home/apt,85,1,22,2019-11-18,7.76,3,73,2019,11,18
20487,38550892,294132511,Downtown Core,Annex,43.6732,-79.39578,Entire home/apt,400,1,2,2019-10-06,0.85,1,11,2019,10,6
20488,38551156,64181755,North York,Humbermede,43.74559,-79.55,Private room,34,14,3,2019-11-30,1.29,1,35,2019,11,30
20490,38551599,280754761,North York,Victoria Village,43.72752,-79.31277,Private room,37,2,4,2019-11-11,2.11,4,0,2019,11,11
20491,38552029,294130229,Downtown Core,Waterfront Communities-The Island,43.64561,-79.40266,Private room,60,1,17,2019-11-22,6.46,3,69,2019,11,22
20492,38552407,294130229,Downtown Core,Waterfront Communities-The Island,43.64625,-79.40203,Entire home/apt,89,1,14,2019-11-23,4.83,3,68,2019,11,23
20493,38552437,280754761,North York,Victoria Village,43.72876,-79.31395,Private room,37,2,7,2019-11-18,2.73,4,74,2019,11,18
20495,38553577,272357700,York,Mount Dennis,43.6849,-79.49445,Private room,54,1,9,2019-12-01,3.29,7,361,2019,12,1
20499,38554189,109971524,Downtown Core,Cabbagetown-South St.James Town,43.66378,-79.37138,Private room,90,1,11,2019-12-06,4.18,1,87,2019,12,6
20504,38564993,224191235,North York,Yorkdale-Glen Park,43.70683,-79.46783,Private room,40,2,3,2019-09-27,1.14,1,0,2019,9,27
20505,38568930,28748491,York,Lambton Baby Point,43.65204,-79.48725,Entire home/apt,90,1,15,2019-11-25,6.62,1,84,2019,11,25
20506,38569602,47273787,East End,Woodbine Corridor,43.67046,-79.31272,Entire home/apt,52,2,6,2019-12-03,2.31,1,49,2019,12,3
20508,38571133,256518657,Downtown Core,Waterfront Communities-The Island,43.64067,-79.38335,Entire home/apt,105,1,11,2019-11-19,4.23,6,140,2019,11,19
20513,38574039,212300784,Etobicoke,Princess-Rosethorn,43.66808,-79.55415,Private room,54,2,2,2019-09-23,0.71,2,0,2019,9,23
20514,38574629,152088065,East York,Leaside-Bennington,43.70127,-79.36635,Shared room,15,28,2,2019-12-01,1.11,53,311,2019,12,1
20516,38577885,294337033,Downtown Core,Waterfront Communities-The Island,43.63785,-79.39853,Entire home/apt,65,2,14,2019-11-30,5.12,1,158,2019,11,30
20518,38580778,16435332,Downtown Core,Church-Yonge Corridor,43.66871,-79.38558,Entire home/apt,231,2,3,2019-09-27,1.08,1,0,2019,9,27
20519,38580944,162875913,Etobicoke,Mount Olive-Silverstone-Jamestown,43.73811,-79.58621,Entire home/apt,85,1,3,2019-10-12,1.15,5,89,2019,10,12
20520,38581081,294397939,North York,Bayview Woods-Steeles,43.8032,-79.37297,Entire home/apt,74,1,2,2019-09-29,0.79,1,4,2019,9,29
20523,38582573,26003525,Downtown Core,Waterfront Communities-The Island,43.63811,-79.39929,Entire home/apt,150,2,11,2019-12-06,5.32,2,37,2019,12,6
20524,38583222,158845610,Scarborough,Rouge,43.79217,-79.13028,Private room,54,2,2,2019-11-30,0.71,3,281,2019,11,30
20525,38583924,294416777,East York,Taylor-Massey,43.69776,-79.2938,Entire home/apt,175,1,12,2019-12-01,4.56,1,88,2019,12,1
20527,38585319,294437063,Etobicoke,Mimico (includes Humber Bay Shores),43.62513,-79.48083,Entire home/apt,121,2,2,2019-10-30,1.05,1,89,2019,10,30
20529,38592039,211526817,West End,Trinity-Bellwoods,43.64975,-79.40926,Entire home/apt,121,2,9,2019-11-03,3.25,32,66,2019,11,3
20531,38592854,280795398,Downtown Core,Waterfront Communities-The Island,43.64464,-79.39387,Private room,65,1,26,2019-11-17,9.51,2,19,2019,11,17
20532,38593269,241373782,West End,Palmerston-Little Italy,43.66146,-79.42157,Entire home/apt,121,1,5,2019-10-02,1.9,1,5,2019,10,2
20533,38594684,134393169,East End,Bay Street Corridor,43.66446,-79.3863,Entire home/apt,251,1,16,2019-12-07,6.08,1,170,2019,12,7
20534,38595255,24491730,Downtown Core,Moss Park,43.65448,-79.37249,Private room,125,1,3,2019-10-10,1.05,2,24,2019,10,10
20537,38598264,79920634,Downtown Core,Waterfront Communities-The Island,43.64121,-79.39967,Entire home/apt,109,2,14,2019-11-22,5.0,10,119,2019,11,22
20538,38598863,294535167,North York,Clanton Park,43.74729,-79.44532,Entire home/apt,199,2,8,2019-11-06,2.89,1,263,2019,11,6
20541,38600995,294571922,Downtown Core,Church-Yonge Corridor,43.65425,-79.37902,Entire home/apt,190,2,4,2019-12-01,1.85,4,229,2019,12,1
20542,38602328,14978973,Scarborough,Malvern,43.81009,-79.22953,Entire home/apt,34,2,4,2019-11-28,2.79,1,46,2019,11,28
20545,38602803,39861049,Scarborough,Malvern,43.79989,-79.22351,Private room,38,2,6,2019-11-17,2.73,5,341,2019,11,17
20546,38603504,180034414,Downtown Core,Waterfront Communities-The Island,43.64161,-79.3825,Entire home/apt,144,1,7,2019-11-21,4.77,3,78,2019,11,21
20548,38603791,291561277,Scarborough,Morningside,43.79304,-79.20455,Private room,55,1,9,2019-10-29,3.38,2,0,2019,10,29
20550,38604222,22116644,Downtown Core,Moss Park,43.66253,-79.37325,Entire home/apt,100,30,9,2019-11-17,3.46,1,0,2019,11,17
20551,38604726,146328351,West End,High Park-Swansea,43.64475,-79.48216,Entire home/apt,80,1,14,2019-11-29,5.19,11,155,2019,11,29
20553,38606428,162875913,Etobicoke,Mount Olive-Silverstone-Jamestown,43.7378,-79.58499,Private room,48,1,3,2019-10-19,1.3,5,89,2019,10,19
20555,38608462,162875913,Etobicoke,Mount Olive-Silverstone-Jamestown,43.73587,-79.58661,Entire home/apt,84,1,7,2019-11-16,3.13,5,85,2019,11,16
20558,38614541,275038623,East End,Bay Street Corridor,43.64967,-79.38114,Entire home/apt,280,1,3,2019-11-11,1.15,27,340,2019,11,11
20559,38615249,275038623,East End,Bay Street Corridor,43.65081,-79.38283,Entire home/apt,240,1,2,2019-11-17,1.33,27,301,2019,11,17
20560,38615769,9037698,East End,Bay Street Corridor,43.66095,-79.38428,Private room,125,1,2,2019-10-22,0.72,1,49,2019,10,22
20561,38618678,242146894,West End,Trinity-Bellwoods,43.65164,-79.40998,Private room,99,1,6,2019-11-24,2.12,3,55,2019,11,24
20562,38619035,242146894,West End,Trinity-Bellwoods,43.65077,-79.41132,Private room,99,1,4,2019-11-01,1.41,3,85,2019,11,1
20563,38619117,242146894,West End,Trinity-Bellwoods,43.64942,-79.41136,Private room,99,1,8,2019-11-30,2.82,3,51,2019,11,30
20564,38619359,26785748,York,Rockcliffe-Smythe,43.67686,-79.48133,Private room,27,1,5,2019-11-01,1.79,1,85,2019,11,1
20567,38621207,294919266,West End,Trinity-Bellwoods,43.65176,-79.40952,Private room,87,1,6,2019-11-22,2.14,3,85,2019,11,22
20572,38626579,135718015,Downtown Core,Waterfront Communities-The Island,43.65021,-79.38824,Entire home/apt,148,1,6,2019-11-24,3.1,25,179,2019,11,24
20573,38627215,152088065,East York,Leaside-Bennington,43.7013,-79.36712,Shared room,15,28,3,2019-10-22,1.08,53,338,2019,10,22
20575,38627838,295024930,Scarborough,Malvern,43.7908,-79.23437,Private room,34,5,3,2019-11-29,3.0,1,144,2019,11,29
20576,38628221,295027396,Downtown Core,Waterfront Communities-The Island,43.64121,-79.3965,Entire home/apt,121,1,22,2019-11-22,8.25,1,130,2019,11,22
20578,38634122,294919266,West End,Trinity-Bellwoods,43.65033,-79.40948,Private room,77,1,6,2019-11-22,2.14,3,72,2019,11,22
20579,38635334,266864956,Downtown Core,Annex,43.67409,-79.40482,Entire home/apt,110,4,3,2019-11-10,1.25,3,126,2019,11,10
20580,38637428,257622005,York,Rockcliffe-Smythe,43.68035,-79.47558,Entire home/apt,50,1,2,2019-11-02,0.76,13,357,2019,11,2
20581,38638169,152088065,Scarborough,Malvern,43.80491,-79.22696,Shared room,15,1,6,2019-11-29,2.2,53,359,2019,11,29
