,id,host_id,district,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month,day
1496,5598800,20841116,East End,Bay Street Corridor,43.65,-79.38122,Entire home/apt,125,3,140,2019-10-29,2.49,1,291,2019,10,29
1497,5603966,22772278,Downtown Core,Moss Park,43.65269,-79.37213,Entire home/apt,150,2,23,2019-10-06,0.44,1,77,2019,10,6
1498,5608011,9197467,Downtown Core,Waterfront Communities-The Island,43.64577,-79.39424,Entire home/apt,211,5,101,2019-11-10,1.84,1,165,2019,11,10
1499,5611320,19441523,Downtown Core,Waterfront Communities-The Island,43.6483,-79.39178,Entire home/apt,121,2,164,2019-11-24,2.95,1,295,2019,11,24
1502,5629790,3373263,Downtown Core,Moss Park,43.65162,-79.37123,Entire home/apt,240,3,28,2018-06-25,0.5,1,87,2018,6,25
1503,5629942,809517,Downtown Core,Waterfront Communities-The Island,43.63987,-79.39819,Entire home/apt,115,1,252,2019-11-26,4.6,13,0,2019,11,26
1504,5631851,29188781,Downtown Core,Waterfront Communities-The Island,43.64049,-79.38365,Entire home/apt,99,2,3,2016-08-22,0.07,1,0,2016,8,22
1505,5637391,3569171,East End,The Beaches,43.67941,-79.2874,Private room,50,1,17,2018-10-29,0.51,2,310,2018,10,29
1506,5637397,3569171,East End,The Beaches,43.67752,-79.28925,Private room,54,1,25,2019-12-02,0.68,2,356,2019,12,2
1509,5642672,25612374,West End,Runnymede-Bloor West Village,43.66562,-79.48647,Entire home/apt,117,5,29,2019-07-26,0.51,1,0,2019,7,26
1512,5666775,16853533,North York,Parkwoods-Donalda,43.76427,-79.33621,Entire home/apt,70,1,214,2019-10-31,3.78,6,0,2019,10,31
1513,5666776,16853533,North York,Parkwoods-Donalda,43.7606,-79.33222,Private room,85,1,68,2019-10-14,1.2,6,165,2019,10,14
1514,5668954,3137894,Downtown Core,Waterfront Communities-The Island,43.64558,-79.39392,Entire home/apt,111,1,129,2019-12-02,2.29,1,129,2019,12,2
1515,5669029,29389698,East End,East End-Danforth,43.68175,-79.30628,Entire home/apt,170,14,49,2019-08-04,0.88,4,281,2019,8,4
1516,5669069,29389698,East End,East End-Danforth,43.6815,-79.30834,Private room,60,2,29,2019-10-02,0.52,4,173,2019,10,2
1518,5670331,17149809,West End,Niagara,43.64274,-79.41584,Private room,50,3,10,2017-09-04,0.18,2,0,2017,9,4
1520,5671121,28180980,East End,South Riverdale,43.66096,-79.34829,Private room,125,2,82,2019-08-27,1.46,3,67,2019,8,27
1521,5674219,28907487,East End,South Riverdale,43.66779,-79.33763,Entire home/apt,251,5,4,2019-08-18,0.25,1,40,2019,8,18
1522,5681246,1528160,Downtown Core,Moss Park,43.66058,-79.36707,Entire home/apt,175,1,323,2019-11-29,5.86,1,0,2019,11,29
1523,5683127,74582,Downtown Core,University,43.66032,-79.40907,Private room,65,1,210,2019-03-30,3.92,4,250,2019,3,30
1524,5683702,16853533,North York,Parkwoods-Donalda,43.76089,-79.33209,Private room,60,1,158,2019-11-24,2.76,6,75,2019,11,24
1525,5685452,5041335,West End,Dovercourt-Wallace Emerson-Junction,43.66195,-79.4408,Entire home/apt,130,3,11,2019-08-19,0.27,1,1,2019,8,19
1526,5690179,17217854,Etobicoke,Islington-City Centre West,43.6471,-79.526,Shared room,25,1,43,2019-10-27,1.45,4,89,2019,10,27
1527,5695072,24175706,West End,Little Portugal,43.64841,-79.42527,Private room,148,1,37,2019-11-19,0.7,5,362,2019,11,19
1528,5695073,24175706,West End,Little Portugal,43.64725,-79.42531,Private room,119,1,86,2019-11-24,1.52,5,0,2019,11,24
1532,5707779,16290105,Downtown Core,Waterfront Communities-The Island,43.64745,-79.39278,Entire home/apt,388,1,75,2019-04-10,1.32,12,0,2019,4,10
1534,5708517,23753563,Etobicoke,Islington-City Centre West,43.64424,-79.53159,Entire home/apt,87,7,11,2019-09-08,0.21,1,236,2019,9,8
1537,5714244,2511000,Downtown Core,Moss Park,43.65916,-79.3719,Private room,65,3,5,2018-12-01,0.1,24,222,2018,12,1
1538,5714619,3503227,West End,Palmerston-Little Italy,43.65579,-79.41939,Entire home/apt,140,3,40,2019-08-15,0.71,1,365,2019,8,15
1539,5714659,2511000,Downtown Core,Moss Park,43.65822,-79.37197,Private room,70,3,8,2019-09-22,0.15,24,197,2019,9,22
1540,5714803,2511000,Downtown Core,Moss Park,43.65934,-79.37163,Private room,65,10,4,2019-09-11,0.08,24,184,2019,9,11
1543,5716940,10421960,West End,Trinity-Bellwoods,43.65189,-79.42379,Private room,80,2,68,2019-07-30,1.4,2,356,2019,7,30
1544,5716954,10421960,West End,Trinity-Bellwoods,43.65208,-79.42323,Entire home/apt,121,2,97,2019-11-11,3.07,2,365,2019,11,11
1545,5724081,29678468,York,High Park North,43.65576,-79.4645,Entire home/apt,99,2,8,2016-05-17,0.14,1,0,2016,5,17
1546,5725266,29681364,North York,Newtonbrook East,43.78696,-79.41452,Private room,121,1,16,2019-09-07,0.3,4,242,2019,9,7
1547,5727005,29681364,North York,Newtonbrook East,43.78578,-79.41512,Private room,50,1,19,2019-09-28,0.36,4,242,2019,9,28
1548,5727260,29681364,North York,Newtonbrook East,43.78559,-79.41572,Private room,121,1,7,2019-08-11,0.12,4,242,2019,8,11
1549,5727375,29681364,North York,Newtonbrook East,43.78775,-79.41574,Private room,60,1,9,2019-09-13,0.18,4,242,2019,9,13
1551,5746615,9187370,Downtown Core,Moss Park,43.64972,-79.37079,Entire home/apt,186,2,105,2019-11-13,4.34,1,76,2019,11,13
1552,5746685,1699308,West End,Little Portugal,43.64499,-79.42479,Entire home/apt,115,2,27,2019-11-20,0.48,2,240,2019,11,20
1553,5747305,889120,West End,South Parkdale,43.64029,-79.43783,Entire home/apt,99,3,7,2019-07-25,0.14,1,174,2019,7,25
1557,5754621,25805697,North York,Willowdale East,43.77154,-79.39952,Private room,50,1,21,2019-08-31,0.47,4,364,2019,8,31
1558,5755164,29855613,West End,Dufferin Grove,43.6565,-79.44169,Entire home/apt,199,4,15,2019-08-14,0.28,1,0,2019,8,14
1559,5755168,750071,Etobicoke,Islington-City Centre West,43.64207,-79.55875,Private room,50,1,183,2019-11-15,3.25,1,311,2019,11,15
1560,5756051,1704172,Downtown Core,Cabbagetown-South St.James Town,43.66355,-79.37667,Entire home/apt,550,5,79,2019-12-01,1.45,2,0,2019,12,1
1561,5758430,29871967,Downtown Core,Waterfront Communities-The Island,43.64388,-79.38995,Entire home/apt,125,1,427,2019-11-29,7.47,1,180,2019,11,29
1563,5761422,6851194,East End,Danforth East York,43.68769,-79.33675,Entire home/apt,199,2,7,2016-12-27,0.13,1,0,2016,12,27
1564,5770940,29938723,Downtown Core,Moss Park,43.66061,-79.37065,Private room,68,2,70,2019-08-22,1.32,2,9,2019,8,22
1566,5775685,29967397,Downtown Core,Church-Yonge Corridor,43.66027,-79.3812,Private room,60,1,4,2019-07-31,0.08,1,351,2019,7,31
1567,5776304,25805697,North York,Willowdale East,43.77224,-79.40084,Private room,58,1,20,2019-08-05,0.36,4,364,2019,8,5
1570,5783911,377846,East End,East End-Danforth,43.68511,-79.2907,Entire home/apt,750,2,14,2019-09-02,0.26,10,144,2019,9,2
1571,5785794,30017611,Downtown Core,Waterfront Communities-The Island,43.64664,-79.4014,Private room,90,2,222,2019-11-08,4.05,2,169,2019,11,8
1574,5791262,5453740,West End,Roncesvalles,43.64678,-79.43906,Private room,50,2,10,2018-09-29,0.56,1,0,2018,9,29
1575,5796197,6762809,Scarborough,Highland Creek,43.78326,-79.17707,Entire home/apt,274,2,28,2019-09-02,0.56,1,18,2019,9,2
1577,5805424,19117749,Downtown Core,Waterfront Communities-The Island,43.6457,-79.39427,Entire home/apt,179,1,229,2019-11-06,4.33,5,0,2019,11,6
1578,5805793,4481135,West End,Trinity-Bellwoods,43.6464,-79.41676,Entire home/apt,160,7,38,2018-11-15,0.68,2,0,2018,11,15
1579,5805942,25757226,Downtown Core,Waterfront Communities-The Island,43.64383,-79.38018,Entire home/apt,159,2,44,2017-03-08,0.78,1,0,2017,3,8
1581,5807050,30129292,York,High Park North,43.65831,-79.45919,Entire home/apt,115,3,33,2019-11-24,2.06,1,6,2019,11,24
1584,5813814,30165868,North End,Rosedale-Moore Park,43.68625,-79.39023,Private room,95,1,120,2019-11-01,2.16,1,0,2019,11,1
1585,5821658,5625222,West End,Dovercourt-Wallace Emerson-Junction,43.66685,-79.4244,Entire home/apt,197,14,7,2019-07-22,0.13,1,35,2019,7,22
1587,5822110,30215154,West End,Dovercourt-Wallace Emerson-Junction,43.66489,-79.43773,Private room,37,7,40,2019-10-17,0.73,1,40,2019,10,17
1589,5825038,7379734,East End,South Riverdale,43.6688,-79.33235,Private room,54,2,234,2018-11-23,4.34,1,66,2018,11,23
1591,5833038,10565942,Downtown Core,Moss Park,43.65303,-79.37034,Entire home/apt,130,1,6,2016-07-22,0.11,1,0,2016,7,22
1595,5834256,30284623,West End,Little Portugal,43.64847,-79.43686,Entire home/apt,179,30,3,2019-08-13,0.18,1,62,2019,8,13
1597,5835946,30294822,Downtown Core,Waterfront Communities-The Island,43.64323,-79.38861,Entire home/apt,199,1,50,2019-09-08,0.92,1,365,2019,9,8
1598,5838099,30308769,North End,Rosedale-Moore Park,43.69223,-79.3837,Entire home/apt,150,2,5,2019-08-16,0.09,1,0,2019,8,16
1600,5848571,30365763,Downtown Core,Waterfront Communities-The Island,43.63681,-79.39879,Entire home/apt,150,2,7,2016-09-11,0.13,1,0,2016,9,11
1602,5850736,30377962,West End,Dovercourt-Wallace Emerson-Junction,43.66105,-79.43506,Entire home/apt,95,1,115,2019-09-01,2.09,1,286,2019,9,1
1603,5856479,2771272,West End,Dufferin Grove,43.65207,-79.436,Entire home/apt,200,5,4,2019-09-11,0.08,3,343,2019,9,11
1604,5857536,22737400,West End,Runnymede-Bloor West Village,43.64979,-79.48247,Private room,50,1,54,2019-05-11,0.96,2,0,2019,5,11
1605,5861165,28754691,West End,Niagara,43.63476,-79.40265,Entire home/apt,304,2,6,2016-10-10,0.11,1,0,2016,10,10
1606,5862723,30441280,Downtown Core,Waterfront Communities-The Island,43.65038,-79.35676,Entire home/apt,251,40,16,2019-07-31,0.29,1,361,2019,7,31
1607,5862788,14921106,East End,Danforth,43.67999,-79.34272,Entire home/apt,80,2,5,2017-12-03,0.18,1,0,2017,12,3
1609,5869076,30474530,East End,South Riverdale,43.65968,-79.33925,Entire home/apt,148,3,206,2019-12-01,3.65,1,343,2019,12,1
1610,5879122,30530063,Scarborough,Guildwood,43.75729,-79.17781,Entire home/apt,69,1,306,2019-11-26,5.44,1,269,2019,11,26
1612,5884597,284529,Downtown Core,Annex,43.67086,-79.40087,Private room,99,3,19,2019-07-30,1.46,2,0,2019,7,30
1613,5891077,30593040,East End,Woodbine Corridor,43.68462,-79.31275,Entire home/apt,110,28,55,2017-09-30,1.37,6,0,2017,9,30
1614,5891703,30597584,East End,East End-Danforth,43.68912,-79.30725,Private room,30,2,30,2019-11-17,0.55,3,185,2019,11,17
1618,5904291,187320,Downtown Core,Waterfront Communities-The Island,43.64311,-79.37954,Entire home/apt,164,29,7,2019-08-14,0.29,9,124,2019,8,14
1619,5917524,16748645,North End,Lawrence Park South,43.72699,-79.3901,Entire home/apt,115,2,137,2019-12-05,2.43,1,337,2019,12,5
1621,5917786,12742095,North End,Mount Pleasant West,43.70751,-79.39475,Entire home/apt,109,30,25,2019-11-25,0.47,32,309,2019,11,25
1622,5922059,30753730,North York,York University Heights,43.76763,-79.50239,Private room,45,2,19,2019-08-31,0.34,13,218,2019,8,31
1623,5923285,30753730,North York,York University Heights,43.7684,-79.50081,Private room,40,2,25,2019-08-31,0.44,13,209,2019,8,31
1624,5926311,30771781,East End,Danforth East York,43.68785,-79.32627,Entire home/apt,98,3,18,2019-09-29,0.38,2,114,2019,9,29
1626,5928667,9266782,East End,Woodbine Corridor,43.67328,-79.31526,Entire home/apt,135,1,10,2017-08-26,0.19,2,0,2017,8,26
1627,5930081,13284175,Downtown Core,Church-Yonge Corridor,43.66868,-79.3824,Entire home/apt,150,1,3,2016-08-02,0.05,1,0,2016,8,2
1628,5932430,1102328,West End,Dufferin Grove,43.65684,-79.44689,Entire home/apt,225,3,7,2019-08-19,0.13,1,0,2019,8,19
1629,5933306,1301725,East End,Bay Street Corridor,43.66214,-79.38647,Entire home/apt,140,3,13,2017-07-30,0.24,2,296,2017,7,30
1632,5940301,8880710,East End,North Riverdale,43.67061,-79.35363,Entire home/apt,251,7,3,2019-09-30,0.32,1,0,2019,9,30
1634,5942478,29938723,Downtown Core,Moss Park,43.65973,-79.37036,Entire home/apt,105,2,281,2019-11-22,5.26,2,27,2019,11,22
1635,5942736,879198,East End,South Riverdale,43.66242,-79.33998,Entire home/apt,221,2,37,2019-11-29,0.86,1,269,2019,11,29
1636,5944041,29443156,North End,Bedford Park-Nortown,43.72894,-79.41636,Entire home/apt,251,1,10,2016-08-24,0.19,1,0,2016,8,24
1637,5944987,22239541,North York,Parkwoods-Donalda,43.76487,-79.34473,Private room,70,1,2,2016-09-28,0.05,1,365,2016,9,28
1640,5955539,8165163,York,Humewood-Cedarvale,43.68499,-79.42958,Entire home/apt,70,30,57,2019-08-30,1.05,1,141,2019,8,30
1641,5957252,18762483,Etobicoke,Islington-City Centre West,43.65337,-79.56168,Private room,50,1,19,2019-12-01,0.34,2,35,2019,12,1
1642,5958371,9946512,Downtown Core,Waterfront Communities-The Island,43.64377,-79.38101,Entire home/apt,121,1,261,2019-11-20,5.16,1,0,2019,11,20
1643,5959077,30551517,Downtown Core,Waterfront Communities-The Island,43.64835,-79.3934,Entire home/apt,125,2,304,2019-11-17,5.36,2,316,2019,11,17
1644,5960293,30753730,North York,York University Heights,43.76745,-79.50243,Private room,49,1,24,2019-11-13,0.43,13,349,2019,11,13
1647,5965950,7845372,West End,Roncesvalles,43.64219,-79.43995,Entire home/apt,390,2,7,2019-11-11,1.57,2,0,2019,11,11
1648,5968455,30982599,West End,Palmerston-Little Italy,43.65882,-79.42225,Private room,46,2,275,2019-11-22,4.9,1,346,2019,11,22
1650,5973539,31011108,North End,Mount Pleasant East,43.70239,-79.38354,Entire home/apt,300,5,13,2019-08-20,0.25,1,180,2019,8,20
1652,5977148,31029991,West End,Little Portugal,43.65148,-79.43461,Entire home/apt,99,7,2,2016-08-20,0.05,1,0,2016,8,20
1653,5979207,19107482,East End,Bay Street Corridor,43.66766,-79.388,Entire home/apt,99,2,2,2017-09-02,0.04,2,0,2017,9,2
1655,5990341,31101343,North York,Newtonbrook East,43.79541,-79.40182,Private room,50,1,15,2019-10-06,0.27,2,89,2019,10,6
1656,5991046,4608612,East End,The Beaches,43.67425,-79.30592,Entire home/apt,95,29,58,2019-10-24,1.04,1,114,2019,10,24
1658,5997685,12742095,North End,Mount Pleasant West,43.70675,-79.39378,Entire home/apt,139,30,27,2019-11-02,0.48,32,337,2019,11,2
1659,5999578,31146334,Downtown Core,Regent Park,43.65866,-79.3606,Private room,74,1,218,2019-11-25,4.15,1,154,2019,11,25
1665,6014387,1410677,West End,Little Portugal,43.64743,-79.42545,Entire home/apt,150,5,3,2018-06-06,0.06,3,0,2018,6,6
1666,6017439,30753730,North York,York University Heights,43.76855,-79.50275,Private room,40,2,35,2019-09-29,0.64,13,227,2019,9,29
1668,6029261,13058067,Downtown Core,Waterfront Communities-The Island,43.63941,-79.39693,Entire home/apt,215,2,71,2019-08-24,1.26,4,0,2019,8,24
1669,6031000,21179377,West End,Dovercourt-Wallace Emerson-Junction,43.66979,-79.44418,Entire home/apt,91,2,36,2019-10-13,0.64,1,26,2019,10,13
1671,6032221,22899771,North York,St.Andrew-Windfields,43.74626,-79.40068,Entire home/apt,900,5,3,2018-08-05,0.07,1,364,2018,8,5
1672,6039427,7960722,North York,Pleasant View,43.78107,-79.33205,Private room,44,1,138,2019-11-13,2.53,2,348,2019,11,13
1673,6044426,31369701,Downtown Core,Waterfront Communities-The Island,43.63938,-79.38377,Entire home/apt,121,1,182,2019-09-06,3.25,2,36,2019,9,6
1674,6045154,31373853,Downtown Core,Waterfront Communities-The Island,43.64364,-79.38178,Private room,125,1,34,2018-10-28,0.63,2,6,2018,10,28
1675,6047019,31383165,Downtown Core,Church-Yonge Corridor,43.67097,-79.38087,Entire home/apt,150,1,31,2019-09-08,0.72,2,365,2019,9,8
1676,6053238,233763,West End,Niagara,43.64187,-79.40914,Private room,60,1,47,2019-10-03,0.84,2,85,2019,10,3
1677,6054403,2216736,West End,South Parkdale,43.6343,-79.43276,Entire home/apt,268,2,81,2019-10-06,1.46,1,219,2019,10,6
1678,6056087,2260447,East End,Bay Street Corridor,43.66337,-79.3841,Entire home/apt,150,10,6,2018-06-22,0.12,3,151,2018,6,22
1679,6056440,19309556,East End,Bay Street Corridor,43.66395,-79.38597,Entire home/apt,190,5,117,2019-11-25,2.95,1,216,2019,11,25
1680,6061201,6141240,West End,High Park-Swansea,43.65406,-79.45257,Private room,65,2,129,2019-01-01,2.3,3,0,2019,1,1
1681,6063858,4356799,Downtown Core,Waterfront Communities-The Island,43.6453,-79.39025,Entire home/apt,99,1,112,2019-11-30,2.0,18,300,2019,11,30
1682,6064716,31479105,West End,Dufferin Grove,43.65431,-79.43906,Private room,50,3,50,2019-10-20,0.97,1,0,2019,10,20
1683,6065820,17603603,West End,High Park-Swansea,43.647,-79.45572,Entire home/apt,125,3,89,2019-11-11,1.62,1,83,2019,11,11
1685,6073922,31527432,North York,Parkwoods-Donalda,43.74874,-79.31949,Entire home/apt,300,5,7,2019-08-17,0.13,1,0,2019,8,17
1686,6074089,129646,Downtown Core,Waterfront Communities-The Island,43.64282,-79.38355,Entire home/apt,170,3,4,2016-09-07,0.07,1,0,2016,9,7
1687,6076136,31538659,Downtown Core,Waterfront Communities-The Island,43.64945,-79.36483,Entire home/apt,99,3,105,2019-12-04,2.45,2,159,2019,12,4
1691,6078984,22686317,East End,East End-Danforth,43.68366,-79.29398,Private room,99,1,39,2019-07-28,0.76,1,88,2019,7,28
1692,6079693,4032576,Downtown Core,Waterfront Communities-The Island,43.64515,-79.38971,Entire home/apt,170,7,10,2018-10-08,0.19,10,365,2018,10,8
1694,6086403,11423032,North York,Clanton Park,43.74131,-79.44522,Entire home/apt,99,3,56,2018-04-30,1.03,1,0,2018,4,30
1697,6090639,20771745,West End,Dovercourt-Wallace Emerson-Junction,43.66332,-79.43387,Entire home/apt,76,28,142,2019-11-09,2.53,1,0,2019,11,9
1698,6091034,31608498,East End,East End-Danforth,43.68422,-79.30384,Entire home/apt,130,3,44,2019-08-16,0.82,1,150,2019,8,16
1700,6092042,22049576,Downtown Core,Waterfront Communities-The Island,43.64598,-79.39124,Entire home/apt,151,3,121,2019-11-25,2.18,1,4,2019,11,25
1701,6092208,22822269,West End,Little Portugal,43.64831,-79.434,Entire home/apt,125,2,45,2019-06-26,0.82,1,335,2019,6,26
1702,6093467,31623208,Downtown Core,Moss Park,43.66114,-79.37277,Entire home/apt,95,2,29,2018-09-16,0.52,1,0,2018,9,16
1704,6093959,31587652,East End,Bay Street Corridor,43.66302,-79.38547,Entire home/apt,139,1,70,2019-11-10,1.25,1,38,2019,11,10
1705,6097682,31624740,Downtown Core,Waterfront Communities-The Island,43.6397,-79.38671,Entire home/apt,180,5,5,2018-01-01,0.1,1,174,2018,1,1
1706,6099507,27042301,Downtown Core,Annex,43.67078,-79.41774,Entire home/apt,296,3,8,2018-07-21,0.15,1,0,2018,7,21
1707,6100731,31656406,York,High Park North,43.65738,-79.45886,Entire home/apt,85,2,154,2019-11-16,2.95,1,351,2019,11,16
1713,6104093,31672341,East End,South Riverdale,43.66109,-79.33462,Private room,95,2,122,2019-08-23,2.22,1,0,2019,8,23
1715,6107151,8144668,Downtown Core,Waterfront Communities-The Island,43.6465,-79.38952,Entire home/apt,121,180,4,2016-09-17,0.1,1,0,2016,9,17
1716,6107554,14192890,Downtown Core,Waterfront Communities-The Island,43.644,-79.38807,Entire home/apt,249,2,35,2018-08-06,0.63,14,89,2018,8,6
1719,6128931,31796094,Etobicoke,Long Branch,43.60045,-79.52636,Entire home/apt,200,4,11,2019-08-24,0.27,1,288,2019,8,24
1720,6131812,27257989,Etobicoke,Long Branch,43.58888,-79.53886,Entire home/apt,245,4,26,2019-06-19,0.47,1,64,2019,6,19
1721,6134073,11188682,West End,Dovercourt-Wallace Emerson-Junction,43.66788,-79.43161,Private room,60,1,21,2016-09-25,0.38,1,0,2016,9,25
1723,6139245,21440173,North York,Newtonbrook West,43.78271,-79.43366,Private room,60,2,19,2018-09-15,0.35,2,365,2018,9,15
1724,6140766,29038344,West End,Little Portugal,43.6477,-79.42443,Entire home/apt,179,5,73,2019-08-03,1.34,1,0,2019,8,3
1725,6140939,31855246,North York,Willowdale East,43.77631,-79.41332,Entire home/apt,135,7,30,2019-10-26,0.57,1,197,2019,10,26
1727,6149212,11023940,Downtown Core,Annex,43.66813,-79.41848,Entire home/apt,296,5,8,2018-09-10,0.15,1,0,2018,9,10
1728,6154561,74582,Downtown Core,University,43.66137,-79.40716,Private room,62,1,258,2019-11-27,4.65,4,266,2019,11,27
1731,6157452,1017461,West End,Dovercourt-Wallace Emerson-Junction,43.66352,-79.4435,Private room,38,28,12,2019-08-30,0.22,3,125,2019,8,30
1732,6166015,31988627,West End,Dovercourt-Wallace Emerson-Junction,43.66874,-79.42612,Entire home/apt,150,14,5,2017-07-25,0.12,1,0,2017,7,25
1733,6167534,10718839,West End,Trinity-Bellwoods,43.65217,-79.42489,Entire home/apt,95,2,173,2019-11-19,3.15,1,0,2019,11,19
1735,6169312,146076,East End,The Beaches,43.66637,-79.30482,Entire home/apt,99,1,10,2018-07-22,0.18,1,0,2018,7,22
1736,6169759,29389698,East End,East End-Danforth,43.68292,-79.30634,Private room,50,2,12,2019-02-01,0.21,4,156,2019,2,1
1737,6170154,30654608,West End,Dufferin Grove,43.65898,-79.43542,Entire home/apt,90,2,269,2019-11-14,4.85,4,0,2019,11,14
1739,6178895,24519005,Downtown Core,Waterfront Communities-The Island,43.6432,-79.38136,Entire home/apt,199,3,66,2019-11-25,1.19,6,254,2019,11,25
1741,6181226,30753730,North York,York University Heights,43.76727,-79.50091,Private room,38,2,32,2019-09-14,0.57,13,283,2019,9,14
1743,6182716,1288588,Downtown Core,Annex,43.66533,-79.41715,Entire home/apt,99,3,162,2019-11-07,2.94,1,298,2019,11,7
1745,6185463,21339853,East End,South Riverdale,43.66708,-79.33887,Entire home/apt,130,2,98,2019-10-28,1.79,1,0,2019,10,28
1746,6185744,21023651,West End,Niagara,43.63769,-79.4057,Entire home/apt,140,2,295,2019-12-01,5.38,3,15,2019,12,1
1747,6195276,27107986,West End,Niagara,43.64518,-79.40799,Entire home/apt,99,3,26,2017-10-18,0.47,1,0,2017,10,18
1748,6196536,30221116,East York,Greenwood-Coxwell,43.66586,-79.32575,Private room,40,2,156,2019-12-02,2.93,1,321,2019,12,2
1749,6198704,4426242,Downtown Core,Waterfront Communities-The Island,43.64694,-79.39361,Entire home/apt,221,1,188,2019-11-28,3.37,2,81,2019,11,28
1751,6201323,32159396,Downtown Core,Waterfront Communities-The Island,43.64192,-79.38194,Entire home/apt,231,2,38,2018-09-03,0.71,1,0,2018,9,3
1752,6207209,1200367,West End,Dovercourt-Wallace Emerson-Junction,43.66616,-79.45392,Entire home/apt,170,5,28,2019-09-30,0.56,4,282,2019,9,30
1753,6207964,7272357,Downtown Core,Moss Park,43.65602,-79.35657,Entire home/apt,90,2,25,2017-08-06,0.61,2,0,2017,8,6
1754,6208484,22416170,West End,Dufferin Grove,43.65359,-79.43826,Private room,70,2,4,2019-09-15,0.08,2,178,2019,9,15
1755,6208875,28657066,Downtown Core,Waterfront Communities-The Island,43.64208,-79.38302,Private room,70,1,59,2017-12-03,1.09,1,0,2017,12,3
1756,6210347,20624389,North York,Lansing-Westgate,43.7599,-79.41189,Private room,56,31,3,2016-05-18,0.07,4,0,2016,5,18
1757,6211018,5869006,East End,East End-Danforth,43.68027,-79.29179,Entire home/apt,90,2,85,2019-11-18,1.62,1,0,2019,11,18
1759,6214704,12339771,Downtown Core,Waterfront Communities-The Island,43.64411,-79.40077,Entire home/apt,300,60,186,2019-10-04,3.4,1,20,2019,10,4
1760,6214925,31397994,East End,Bay Street Corridor,43.66099,-79.38623,Entire home/apt,99,2,452,2019-11-30,8.09,4,0,2019,11,30
1761,6215198,32232649,North York,York University Heights,43.76472,-79.50237,Private room,45,1,50,2019-10-18,2.6,2,234,2019,10,18
1763,6219856,23222750,West End,Trinity-Bellwoods,43.64601,-79.41251,Entire home/apt,114,5,54,2019-01-31,0.96,1,0,2019,1,31
1767,6226722,1282883,East End,Bay Street Corridor,43.66626,-79.38868,Entire home/apt,150,2,73,2019-10-20,1.31,1,346,2019,10,20
1768,6227042,29824322,Downtown Core,Waterfront Communities-The Island,43.64519,-79.39148,Entire home/apt,251,2,358,2019-12-01,6.54,3,358,2019,12,1
1770,6235486,31035870,Downtown Core,Annex,43.67254,-79.41297,Private room,139,2,29,2019-11-12,2.96,1,0,2019,11,12
1771,6235796,32354557,East York,Greenwood-Coxwell,43.67885,-79.32621,Private room,70,2,5,2018-02-07,0.09,2,155,2018,2,7
1772,6237219,13854898,York,High Park North,43.65387,-79.46688,Entire home/apt,85,30,2,2016-08-26,0.04,1,0,2016,8,26
1776,6245918,14244176,East End,Danforth,43.68402,-79.32193,Private room,70,1,5,2016-09-05,0.09,1,0,2016,9,5
1778,6249442,32454190,East End,Bay Street Corridor,43.66884,-79.38856,Entire home/apt,117,60,12,2019-07-04,0.22,2,0,2019,7,4
1779,6249754,14192890,Downtown Core,Waterfront Communities-The Island,43.64212,-79.39114,Entire home/apt,148,1,19,2018-07-27,0.34,14,365,2018,7,27
1781,6262182,32539776,Scarborough,Morningside,43.77123,-79.20768,Private room,95,2,74,2019-09-09,1.43,1,154,2019,9,9
1782,6262197,32301919,Etobicoke,Islington-City Centre West,43.64369,-79.53391,Entire home/apt,129,3,38,2018-06-29,1.42,1,90,2018,6,29
1783,6262561,21295708,York,Weston,43.70273,-79.51518,Private room,58,3,71,2019-12-05,1.28,1,133,2019,12,5
1784,6268539,14192890,Downtown Core,Waterfront Communities-The Island,43.64282,-79.39371,Entire home/apt,148,2,52,2018-10-21,0.94,14,90,2018,10,21
1787,6273734,32605808,York,High Park North,43.65474,-79.46484,Entire home/apt,103,2,15,2019-10-20,1.09,1,69,2019,10,20
1788,6273842,30654608,West End,Dufferin Grove,43.65865,-79.43565,Entire home/apt,90,2,293,2019-11-14,5.31,4,16,2019,11,14
1790,6274443,32609441,West End,Niagara,43.63669,-79.41884,Entire home/apt,80,1,200,2019-11-10,3.64,5,59,2019,11,10
1791,6276416,13777341,North End,Mount Pleasant West,43.70585,-79.39763,Entire home/apt,319,1,2,2018-08-20,0.12,3,339,2018,8,20
1792,6276555,32621396,Etobicoke,Yonge-Eglinton,43.71188,-79.40409,Entire home/apt,99,2,178,2019-11-16,3.2,3,159,2019,11,16
1793,6276955,4763862,Downtown Core,Annex,43.67046,-79.41686,Entire home/apt,70,1,57,2018-08-29,1.03,2,3,2018,8,29
1794,6277844,32632978,Downtown Core,Moss Park,43.65922,-79.36848,Private room,99,2,25,2016-05-03,0.45,2,32,2016,5,3
1795,6278049,32634677,Downtown Core,Waterfront Communities-The Island,43.63921,-79.3985,Entire home/apt,200,2,83,2019-09-10,1.5,2,159,2019,9,10
1796,6283763,22431111,Downtown Core,Moss Park,43.65913,-79.36911,Entire home/apt,159,4,126,2019-10-25,2.32,3,312,2019,10,25
1797,6286533,1019968,Downtown Core,Waterfront Communities-The Island,43.63903,-79.38292,Entire home/apt,190,9,30,2018-03-18,0.56,3,214,2018,3,18
