id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30150773,Beautiful Toronto Condo (City Views),1198630,,,North St.James Town,43.66755,-79.37556,Entire home/apt,125,1,35,2019-11-17,2.82,18,310
30151228,Luxury 1 BR Corner Suite ❤️ of Downtown | Balcony | CN Tower view | Fast WiFi | VIP Cable | Custom,58785382,Katerina,,Waterfront Communities-The Island,43.64381,-79.39299,Entire home/apt,200,1,2,2019-09-20,0.51,12,303
30152617,Private room 5 mins walk to YorkUniversity subway,184068833,Kim,,York University Heights,43.7696,-79.49872,Private room,50,5,7,2019-06-10,0.59,2,216
30154789,Lux. 1 BR next to Union Station/Scotiabank arena,226559119,Olivia,,Waterfront Communities-The Island,43.64241,-79.38165,Entire home/apt,170,1,51,2019-11-15,4.02,1,104
30155406,⭐️40+FLOOR⭐️ High-Rise Studio by CN -Union Station,224084398,Nova,,Waterfront Communities-The Island,43.64282,-79.38201,Entire home/apt,125,1,18,2019-11-12,1.45,11,47
30155786,"4 BDRM Entire House at Downtown,free Parking,patio",120820256,Anna,,Palmerston-Little Italy,43.66057,-79.42344,Entire home/apt,225,2,48,2019-12-01,4.54,1,127
30156917,Donmills Subway long term 2+2 Condo,226574539,Rachel,,Henry Farm,43.77179,-79.34457,Entire home/apt,150,2,41,2019-12-03,3.57,1,142
30157044,STYLISH LOFT 2 BED/ 2 BATH IN THE HEART OF TORONTO,21424963,Anthony,,Moss Park,43.65628,-79.35508,Entire home/apt,200,30,0,,,3,298
30157313,Sunset Villa,226577396,Jacqueline,,St.Andrew-Windfields,43.75832,-79.39697,Private room,140,1,0,,,2,90
30157966,1100sf corner unit/Amazing CN&park views /parking,106645662,Shelly,,Waterfront Communities-The Island,43.6379,-79.39787,Entire home/apt,400,2,57,2019-12-02,6.95,2,83
30158639,"Quiet, cosy basement suite near airport.",32161637,Barbara,,Princess-Rosethorn,43.66732,-79.54721,Private room,66,1,2,2019-02-27,0.21,1,177
30159005,Cozy Studio in the heart of Toronto,12357872,Aditya,,Niagara,43.63824,-79.40563,Entire home/apt,121,2,36,2019-11-17,2.91,2,179
30159293,"Basement-2bedrooms,2washrooms,living room,kitchen",226355709,Vivian,,Bayview Woods-Steeles,43.7915,-79.36968,Entire home/apt,119,1,10,2019-10-11,0.80,1,365
30166649,Luxury Living - Brand New 2 Bedroom Condo,225637276,Ammar,,Waterfront Communities-The Island,43.63943,-79.39846,Entire home/apt,200,2,14,2019-08-31,1.11,1,0
30171073,Modern Airy Central Apartment with a Private☀️Deck,3225688,Nedo,,Dufferin Grove,43.65718,-79.44126,Entire home/apt,143,3,24,2019-11-01,2.12,4,246
30171102,The Right Spot,198493082,Pablo Andres,,Yonge-St.Clair,43.68692,-79.39855,Entire home/apt,139,2,8,2019-04-21,0.71,1,0
30173352,Modern Stay,226411470,Neves & Sam,,Dovercourt-Wallace Emerson-Junction,43.66406,-79.4428,Entire home/apt,80,4,10,2019-04-01,0.79,1,1
30178522,"Spacious, bright condo in downtown Toronto",59774237,J,,Niagara,43.63569,-79.39944,Entire home/apt,84,2,6,2019-11-11,2.57,1,261
30179173,Newly Furnished Hotel Inspired Unit,40403891,Oliver,,Corso Italia-Davenport,43.67525,-79.43576,Entire home/apt,76,1,37,2019-11-14,2.97,8,24
30180751,North York Free Parking Qeen Bed & Breakfast.,224676915,Thi,,Glenfield-Jane Heights,43.73851,-79.50223,Private room,27,1,35,2019-11-10,3.08,3,347
30181130,"Modern, convenient 3BR with great views & location",52663131,Rami,,Church-Yonge Corridor,43.65981,-79.38202,Entire home/apt,350,14,1,2019-11-19,1,1,363
30181721,"⭐53rd Floor⭐ Lux Lake & CN Tower View in FiDi, DT",224084398,Nova,,Waterfront Communities-The Island,43.64286,-79.38098,Entire home/apt,129,1,43,2019-12-06,3.47,11,76
30183133,Modern and spacious apartment in East York,23826390,Axelle,,O'Connor-Parkview,43.70679,-79.30119,Entire home/apt,68,11,1,2019-01-05,0.09,1,19
30183983,Fabulous  Condo On The Edge Of Toronto Waterfront!,226749731,Dee,,Mimico (includes Humber Bay Shores),43.62524,-79.47814,Entire home/apt,70,5,5,2019-07-01,0.44,1,0
30184804,北约克全新豪华大house!星级住宅,169910261,Nella,,Lansing-Westgate,43.75774,-79.42008,Private room,70,360,1,2019-01-12,0.09,1,0
30185311,"GRAND ROYAL 2BR/2BA CONDO CN Tower,Union,TIFF/MTCC",126947742,I.T.A,,Waterfront Communities-The Island,43.64518,-79.38907,Entire home/apt,188,2,52,2019-10-28,4.31,8,154
30187614,Bed in 4-Beds Mixed Dormitory Room. 800 m Subway,10202618,SimplyComfort,,Willowdale East,43.78104,-79.40505,Shared room,60,1,14,2019-09-23,1.14,121,0
30188629,Bed in 4-Beds Male Dormitory Room. 800 m Subway,10202618,SimplyComfort,,Willowdale East,43.78015,-79.40448,Shared room,99,1,14,2019-10-01,1.11,121,0
30197941,Newly Renovated Bright Studio,7966571,Yael,,Moss Park,43.65626,-79.36533,Entire home/apt,90,1,44,2019-11-22,3.55,5,161
30199690,1 BEDROOM (QUEEN BED)+SPACIOUS DEN LUXURIOUS CONDO,94424317,Ehsan,,North St.James Town,43.66727,-79.37502,Entire home/apt,135,12,0,,,1,0
30202612,Trendy Dundas West Spot,11070948,Claire,,Little Portugal,43.65192,-79.43446,Entire home/apt,77,14,10,2019-10-27,1.56,1,78
30204794,Modern and Stylish 2 bedroom Flat by Subway,76415771,"Peter, Rose & Mike",,Dufferin Grove,43.65464,-79.44272,Entire home/apt,160,2,23,2019-11-03,1.90,4,128
30205524,Newly Renovated Modern 2 Bedroom Flat by Subway,76415771,"Peter, Rose & Mike",,Dufferin Grove,43.65451,-79.44229,Entire home/apt,160,2,28,2019-12-01,2.22,4,246
30205614,Newly Renovated 2 BR Modern Lower Level Flat,76415771,"Peter, Rose & Mike",,Dufferin Grove,43.65618,-79.4415,Entire home/apt,139,2,31,2019-11-10,3.01,4,260
30206857,Elegant & Cozy Suite with Free Parking,225427186,Tej,,Dorset Park,43.75752,-79.27917,Entire home/apt,95,5,17,2019-09-05,1.65,1,77
30206964,Charming Peaceful High Park Garden Apartment,69221106,Petra,,High Park-Swansea,43.65177,-79.45475,Entire home/apt,121,1,54,2019-08-31,4.64,1,14
30207837,Cozy room in Downtown Toronto Core,226892620,Alice,,Church-Yonge Corridor,43.65205,-79.37636,Private room,110,15,2,2019-04-17,0.24,1,178
30207968,"Marshall's - Free Parking, Sheppard-Yonge",224580175,Vijay,,Willowdale East,43.75763,-79.40918,Private room,54,1,3,2019-09-15,0.27,2,90
30209124,"NOVA SUITE ⭐(16) CITYPLACE 1 BD⭐, MTCC, CN Tower",224084398,Nova,,Waterfront Communities-The Island,43.63829,-79.39769,Entire home/apt,99,1,25,2019-12-06,2.60,11,82
30210317,One bedroom condo in Hip Queen street west area,12587187,Sarah,,South Parkdale,43.64084,-79.42454,Entire home/apt,170,2,1,2018-12-22,0.09,1,88
30210648,"☆☆Elegant & Bright Unit, Amazing View + Parking~",211526817,Golsana,,Willowdale East,43.76041,-79.41056,Entire home/apt,150,2,41,2019-12-03,3.39,32,78
30210824,Jane St. and Church St. House,226909245,Marites,,Pelmo Park-Humberlea,43.70983,-79.5077,Private room,50,1,28,2019-09-13,2.25,2,365
30225574,Toronto Executive Two Storey Condo With Terrace,202511555,Ns,,Waterfront Communities-The Island,43.64009,-79.39402,Entire home/apt,600,30,0,,,2,365
30227353,"The neighborhood is friendly, quiet and clean.",177417339,Ivonne,,Oakwood Village,43.68857,-79.43213,Shared room,28,1,0,,,1,90
30229396,Home away from home.,70047028,Frank,,Annex,43.67707,-79.39656,Entire home/apt,121,58,0,,,2,89
30230281,Private Room in the heart of Danforth/Toronto,227026801,Arifur,,East End-Danforth,43.68996,-79.29716,Private room,125,7,1,2019-08-29,0.29,1,365
30230535,1 Bedroom Condo by CN Tower and Lake Ontario,135901356,Keith,,Waterfront Communities-The Island,43.64013,-79.39779,Entire home/apt,150,1,153,2019-11-26,12.08,2,95
30231836,Toronto Home away from home.,70047028,Frank,,Annex,43.67664,-79.39696,Entire home/apt,121,58,0,,,2,83
30232056,North York Free Parking Double  Bed &  Breakfast.,224676915,Thi,,Glenfield-Jane Heights,43.74003,-79.50253,Private room,34,1,50,2019-10-29,4.10,3,348
30234220,Two-Bedroom Cozy House Close to Downtown Toronto,85767413,Alex,,Old East York,43.69465,-79.33626,Entire home/apt,150,2,26,2019-12-06,2.29,1,138
30234534,"2 bdrm new bsmt, kitchenette, livingroom fireplace",227060629,Alok,,Rouge,43.79992,-79.13445,Entire home/apt,150,1,3,2019-10-14,0.85,1,364
30235108,Modern Downtown Toronto Apartment,87832737,Riley,,Niagara,43.63787,-79.40116,Entire home/apt,13,3,7,2019-10-13,0.61,1,8
30237814,Cozy private room- Queen bed-minutes from Downtown,44296853,Alexander,,Islington-City Centre West,43.62203,-79.52022,Private room,75,1,0,,,1,0
30244600,Newly Decorated Condo - Sleeps 4 - Free Parking!,227124776,Sarah,,Niagara,43.63762,-79.40498,Entire home/apt,99,2,33,2019-11-13,2.61,2,134
30244779,Simply Comfort. Cozy room 800m Subway Finch,10202618,SimplyComfort,,Willowdale East,43.78182,-79.40548,Private room,149,1,41,2019-10-01,3.27,121,0
30246545,Economy 1Bed/1Bath Suite 1 Min from Subway (95-4),217636533,Warren,,East End-Danforth,43.68595,-79.31191,Entire home/apt,76,1,12,2019-11-30,1.33,11,66
30246782,Economy 1Bed/1Bath Suite 1 Min from Subway (95-6),217636533,Warren,,East End-Danforth,43.68605,-79.31078,Entire home/apt,89,1,10,2019-10-30,0.87,11,66
30246860,Updated BMT Bachlr Suite 1 Min from Subway (95-0B),217636533,Warren,,Woodbine-Lumsden,43.68704,-79.3107,Entire home/apt,80,1,1,2019-01-06,0.09,11,90
30246998,Updated BMT Bachlr Suite 1 Min from Subway (93-0B),217636533,Warren,,East End-Danforth,43.68559,-79.31192,Entire home/apt,54,1,10,2019-08-09,0.89,11,30
30247072,Economy 1Bed/1Bath Suite 1 Min from Subway (93-5),217636533,Warren,,East End-Danforth,43.68544,-79.31,Entire home/apt,76,1,11,2019-12-01,1.24,11,80
30247134,Economy 1Bed/1Bath Suite 1 Min from Subway (93-4),217636533,Warren,,East End-Danforth,43.68555,-79.31189,Entire home/apt,76,1,11,2019-11-27,0.98,11,66
30250329,"Newly furnished, in trendy neighborhood",58307510,Kate,,South Parkdale,43.64,-79.42386,Entire home/apt,95,2,13,2019-08-15,1.55,1,0
30251416,Spacious 1+ Bedroom | Downtown Core,57557208,Kathleen,,Waterfront Communities-The Island,43.64538,-79.39295,Entire home/apt,109,3,12,2019-10-27,0.97,1,13
30251695,❤️CN Tower Luxury Lakeview SLEEPS 8 2BED 2BTH+PARK,1157555,TorontoLuxe,,Waterfront Communities-The Island,43.64431,-79.38992,Entire home/apt,150,1,119,2019-12-01,9.62,6,277
30251866,Cozy Room for 4 ppl 800m Subway Finch,10202618,SimplyComfort,,Willowdale East,43.78104,-79.40422,Private room,179,1,28,2019-09-30,2.25,121,0
30252246,Cozy Room with Private Bathroom 800m Subway Finch,10202618,SimplyComfort,,Willowdale East,43.78012,-79.40586,Private room,200,1,9,2019-09-09,0.72,121,0
30255837,Fairview Subway  longterm CondoBetter Than Hotel,227210901,Matthew,,Don Valley Village,43.77618,-79.34705,Entire home/apt,20,2,19,2019-10-27,1.59,1,77
30256893,Toronto luxury family home near Yonge st,42320008,Jamie,,St.Andrew-Windfields,43.74692,-79.39351,Entire home/apt,118,2,29,2019-11-10,2.40,1,229
30257924,Lovely spacious 3 BDR house(fantastic location),64707091,Mehrdad,,Mount Pleasant East,43.71183,-79.3782,Entire home/apt,110,2,10,2019-12-05,6.98,3,348
30263744,High Rise With Gorgeous Views,154399618,Dale,,Waterfront Communities-The Island,43.64104,-79.39138,Entire home/apt,87,1,109,2019-11-30,8.74,7,90
30266994,Entire apartment for 4-5 people close to downtown,227316938,Thuany,,Taylor-Massey,43.69604,-79.29722,Entire home/apt,151,2,0,,,1,0
30268679,Private Room  excellent location,98307199,Omar,,Junction Area,43.67016,-79.46598,Private room,110,1,13,2019-10-08,2.19,2,64
30271323,DT Single Room 5 min to YTZ Airport *girls only*,40880565,Rosa,,Niagara,43.63849,-79.40187,Private room,50,1,32,2019-11-30,2.75,1,0
30271862,"Modern 2-Bedroom suite, by Pearson Airport!",11869309,Mazi,,Willowridge-Martingrove-Richview,43.68118,-79.54637,Entire home/apt,109,7,13,2019-07-21,1.05,1,269
30272742,Amazing Condo in Downtown Toronto,118196021,Parsa,,Waterfront Communities-The Island,43.64061,-79.37929,Entire home/apt,77,10,2,2019-09-01,0.19,1,0
30272875,Bed in 4-Beds Mixed Dormitory Room. 800 m Subway,10202618,SimplyComfort,,Willowdale East,43.77966,-79.4051,Shared room,24,1,5,2019-07-16,0.41,121,0
30274164,★Private★Walk to Beach & Shops; 10 min to Downtown,227291156,Anna,,Greenwood-Coxwell,43.66314,-79.32687,Entire home/apt,89,1,97,2019-12-05,8.13,4,72
30274923,"Single Bed, 5 min walk to subway, Wifi",227381647,Sam,,Forest Hill North,43.69837,-79.43892,Private room,38,1,8,2019-11-01,1.45,3,180
30274924,High Floor 1 BDRM Suite Downtown Toronto,52106643,Christopher,,Waterfront Communities-The Island,43.63969,-79.39166,Entire home/apt,140,62,1,2019-10-31,0.77,1,244
30284934,1 Private Bedroom in cozy apartment,195454588,Greta,,Junction Area,43.66604,-79.4673,Private room,69,2,4,2019-03-21,0.35,1,0
30285013,Large apartment (top floor of house),103481617,Stephanie,,Stonegate-Queensway,43.63671,-79.51137,Entire home/apt,60,5,0,,,1,158
30286914,"""Pure Magic"" - ""Stunning"" - ""Perfect Location""",202791172,Peter,,South Riverdale,43.65941,-79.34649,Entire home/apt,199,1,70,2019-11-29,5.75,3,41
30287784,Totally private 2nd floor guest suit bus t/Airport,141166875,Victoria And Andrew,,Kingsview Village-The Westway,43.69649,-79.53556,Entire home/apt,76,1,66,2019-11-21,5.55,4,70
30289590,Breathtaking Penthouse Heart of Downtown Toronto,225743177,Monica,,Waterfront Communities-The Island,43.64412,-79.3942,Entire home/apt,995,1,16,2019-09-30,1.29,6,175
30289924,Family apartment overlooking the Don Valley.,227494640,,,Thorncliffe Park,43.70718,-79.34082,Entire home/apt,99,5,2,2019-01-02,0.17,1,0
30292762,3 QUIET room around York University Subway,43488381,Runying,,York University Heights,43.76753,-79.50462,Private room,38,5,0,,,31,346
30292769,Modern Condo in downtown Toronto,199495325,Dustin,,Palmerston-Little Italy,43.66138,-79.42834,Entire home/apt,95,4,1,2018-12-22,0.09,1,0
30295229,Charming and Cozy condo  in Downtown Toronto 1,227537232,Oxana,,Waterfront Communities-The Island,43.64639,-79.39311,Entire home/apt,125,1,20,2019-11-14,1.76,1,150
30295896,Luxury condo heart of downtown - breathtaking view,172705658,Lavin,,Waterfront Communities-The Island,43.64054,-79.38312,Entire home/apt,150,1,62,2019-11-27,5.42,1,169
30296076,1 Bedroom Condo - Yonge/Bloor - Central Location,7136803,Adam,,Church-Yonge Corridor,43.67093,-79.38345,Entire home/apt,160,1,2,2019-09-12,0.24,6,348
30296546,1 bedroom 1 Bath Condo in the sky,225928338,Bryan,,Waterfront Communities-The Island,43.64119,-79.38273,Entire home/apt,174,2,17,2019-04-03,1.40,1,0
30297704,Simply Comfort. Breathtaking 43 Fl Lake View Condo,10202618,SimplyComfort,,Waterfront Communities-The Island,43.64254,-79.38132,Entire home/apt,99,1,22,2019-11-11,1.77,121,328
30304616,King St/Buthurst,48586363,Marcos,,Niagara,43.64366,-79.4053,Private room,99,5,1,2019-05-22,0.15,1,179
30308758,2 room around York University Subway,43488381,Runying,,York University Heights,43.76626,-79.50306,Private room,45,5,3,2019-11-08,0.24,31,352
30311468,Bright Spacious 2BTown in Toronto's New Artsy Area,15833724,F,,Dufferin Grove,43.65468,-79.4424,Entire home/apt,151,1,42,2019-11-23,3.40,3,0
30314045,2 Bdrs in Downtown Toronto-Subway Stn at doorstep,227649802,Cici,,Church-Yonge Corridor,43.66505,-79.38441,Entire home/apt,159,3,0,,,1,0
30314679,6 month - 1 Bedroom + Den w/ Parking Spot Jan-July,70561183,Joey,,Waterfront Communities-The Island,43.64051,-79.39705,Entire home/apt,95,182,0,,,1,364
30315376,Comfortable Bed in Big Room  (only Female Guests),100039504,Gamze,,Princess-Rosethorn,43.67614,-79.55325,Private room,40,1,8,2019-12-01,0.86,1,343
30318468,2Bed and 2Bath w/office near 401/404,105605194,Gene And Amy,,Henry Farm,43.77445,-79.34235,Entire home/apt,130,3,16,2019-11-12,1.83,5,337
30320511,Renovated Spacious Ranch Bungalow in the City,227698031,Sara,,Princess-Rosethorn,43.66964,-79.53737,Entire home/apt,600,2,1,2019-01-02,0.09,1,0
30321028,Lovely Queen size Bedroom with Breakfast,20363967,Bobbi & Emily,,Birchcliffe-Cliffside,43.70099,-79.25765,Private room,60,2,29,2019-11-17,2.51,4,245
30321425,The Blue Heron Studio—Private Room,213215177,Michelle And Carly,,East End-Danforth,43.68047,-79.30895,Private room,76,1,4,2019-10-19,0.32,2,179
30321984,20 min to Downtown basement apt. Separate enteranc,4393482,Mary,,Oakwood Village,43.69038,-79.44298,Entire home/apt,60,1,28,2019-10-19,2.33,2,48
30322132,Spectacular 2 BDR Suite(City CNTR/ Subway Access),54422135,Sarah,,Lansing-Westgate,43.7608,-79.41202,Entire home/apt,60,1,4,2019-02-08,0.36,19,268
30322654,"Prime DT Near UNION & SCOTIABANK, Lake & CN view",54422135,Sarah,,Waterfront Communities-The Island,43.64117,-79.38224,Entire home/apt,60,1,2,2019-11-01,0.17,19,238
30322860,St Lawrance Market neighbourhood: 1 Bed + Den,10394395,Mike,,Church-Yonge Corridor,43.6517,-79.37265,Entire home/apt,100,3,0,,,1,0
30324537,Downtown Toronto 1 Bdrm condo on the esplanade,70825049,Stacy,,Waterfront Communities-The Island,43.65013,-79.36514,Entire home/apt,150,2,11,2019-11-03,0.97,1,17
30325461,Cozy little cave in the Annex/Yorkville,48021382,Diana,,Annex,43.67141,-79.40021,Entire home/apt,99,2,3,2019-01-01,0.26,1,0
30326738,QUEEN WEST  Bedroom in Townhouse,41401920,Thuan,,Trinity-Bellwoods,43.64993,-79.40519,Private room,49,2,17,2019-08-31,1.40,1,269
30328644,Stylish & Cozy @ Downtown Entertainment District,130796878,Leon,,Waterfront Communities-The Island,43.64988,-79.38905,Entire home/apt,160,2,62,2019-08-13,4.95,4,121
30338254,"*Renovated, bright apartment in Forest Hill*",8010887,Anna,,Forest Hill North,43.70543,-79.42245,Entire home/apt,65,7,0,,,1,0
30339140,Elegant & Modern Victorian 2 BR in Dufferin Grove,227694833,Jane,,Palmerston-Little Italy,43.6614,-79.42641,Entire home/apt,69,2,42,2019-11-30,3.45,1,155
30340066,Private Bachelor Basement apartment w/fireplace,95726737,Olga,,Birchcliffe-Cliffside,43.68687,-79.26861,Private room,50,1,18,2019-11-10,1.51,2,90
30344365,Cosy Apartment close to everything!,5346327,Alexa & Brendan,,Playter Estates-Danforth,43.67749,-79.35716,Entire home/apt,70,4,2,2019-07-29,0.18,1,0
30347584,Modern & Stylish Chic Studio! Heart of Downtown TO,1718194,Shaz And Kanwal,,Waterfront Communities-The Island,43.65021,-79.38805,Entire home/apt,121,7,10,2019-06-27,0.86,31,90
30347826,Cozy Cliffside Casa,23257753,Eric,,Birchcliffe-Cliffside,43.7133,-79.25077,Entire home/apt,108,2,1,2018-12-26,0.09,2,0
30350936,Unique King West  2 bed Loft,21433869,Johan,,Niagara,43.64451,-79.40355,Entire home/apt,209,4,0,,,1,0
30352318,⍟ Downtown Luxury ⍟ Perfect CN Tower & Lake View❤️,227903835,Reid,,Waterfront Communities-The Island,43.64259,-79.38163,Entire home/apt,148,1,45,2019-11-25,3.71,2,361
30353924,House of Friendly Russell and Hospitable Rosana,227920285,Russell,,Oakridge,43.70033,-79.27547,Private room,59,1,0,,,1,0
30354144,Toronto Single family home,146880350,Cheng,,Tam O'Shanter-Sullivan,43.78027,-79.31253,Private room,50,1,0,,,1,0
30354353,Elegant 1 BR Suite |Toronto Entertainment District,26313301,G,,Waterfront Communities-The Island,43.64114,-79.39984,Entire home/apt,150,1,88,2019-12-01,7.10,2,145
30354581,Luxurious 1BR Condo by Downtown Toronto Waterfront,227923366,Giuseppe & Eric,,Waterfront Communities-The Island,43.63908,-79.39853,Entire home/apt,111,2,9,2019-11-07,2.33,4,71
30363217,M'S IN HOME STAY,219052456,Marianna,,Oakwood Village,43.68763,-79.44549,Private room,40,1,0,,,1,336
30364447,Brilliant Industrial Loft,120919070,Daniel,,South Riverdale,43.66337,-79.34257,Entire home/apt,683,1,7,2019-11-24,0.58,1,362
30369669,"Cozy,  Renovated 1 Bedroom - Toronto West End",8200456,Nancy,,Rockcliffe-Smythe,43.67024,-79.4891,Entire home/apt,70,5,2,2019-01-20,0.18,1,154
30369908,"Cozy, Clean unit with Quick Access to Downtown",199329252,Chris,,Danforth,43.68325,-79.33672,Entire home/apt,90,2,11,2019-11-19,1.73,1,158
30369977,Fully furnished Apt on 45th-Toronto Downtown,43087418,Zack,,Waterfront Communities-The Island,43.64094,-79.39701,Entire home/apt,93,15,3,2019-08-13,0.56,2,87
30370568,Beautiful condo with city views,64861423,Shahzaib,,Church-Yonge Corridor,43.65737,-79.37571,Entire home/apt,90,170,0,,,1,180
30370648,Subani's Downtown Tower,228018576,Prem,,Moss Park,43.6552,-79.36062,Entire home/apt,451,1,6,2019-11-10,0.53,1,180
30370668,Leslieville Loft at Queen Street E,47943559,Cora,,South Riverdale,43.66222,-79.34094,Entire home/apt,121,5,0,,,1,364
30371837,Fancy suite condo. 1 min away from Kipling station,38471482,Mohammed,,Islington-City Centre West,43.63896,-79.53651,Private room,99,2,4,2019-09-21,1.20,2,360
30374790,"Gorgeous 1BD Pad, with the CN Tower View",128562,Petek,,Church-Yonge Corridor,43.6654,-79.38204,Entire home/apt,120,3,18,2019-09-23,1.57,1,0
30376686,1 Bed 1 Bath Suite in the Sky,220566753,Sally,,Waterfront Communities-The Island,43.63987,-79.3992,Entire home/apt,144,1,50,2019-12-01,4.11,1,76
30376938,Cosy Studio in the Village,29347089,Dylan,,Church-Yonge Corridor,43.66433,-79.38113,Entire home/apt,67,1,11,2019-11-03,0.92,1,0
30377586,Midtown Urban Haven - Yonge - Eglinton - Bathurst,228127571,Sandra,,Humewood-Cedarvale,43.69888,-79.43443,Entire home/apt,235,1,18,2019-10-02,1.57,1,354
30377858,Luxury Penthouse 2-Bedroom Suite in Downtown Core,228130286,Gregory,,Bay Street Corridor,43.65092,-79.38295,Entire home/apt,139,1,94,2019-11-21,7.73,1,74
30378610,Eglinton Ave. and Jane St. House,228135429,Rose,,Mount Dennis,43.69023,-79.50237,Private room,45,1,6,2019-10-15,0.98,2,364
30379171,Harbourfront: Spacious Second Room Available,210840015,,,Waterfront Communities-The Island,43.63901,-79.38266,Private room,129,3,0,,,1,0
30379618,"Cozy Toronto Apartment, Yonge & Eglinton",24392897,Victoria,,Mount Pleasant West,43.7119,-79.3949,Entire home/apt,70,2,3,2018-12-31,0.26,1,0
30380664,Comfy retreat,228148349,Carlos,,Kingsview Village-The Westway,43.69985,-79.55742,Private room,60,1,5,2019-09-03,0.74,1,85
30382912,Amazing downtown Toronto condo unit!,25238014,Abdelrahman,,Waterfront Communities-The Island,43.64072,-79.39281,Private room,65,1,2,2018-12-28,0.17,1,0
30394046,Mr. and Mrs. Nice Guys,2077184,Sumeet,,Roncesvalles,43.64377,-79.43446,Private room,133,1,37,2019-11-28,4.55,1,358
30394411,Large Modern 1 Bedroom + Guest Room 2,1919294,Toronto Suite Rentals,,Niagara,43.637,-79.41658,Entire home/apt,170,28,3,2019-10-16,0.26,82,90
30397719,Hip & Cozy Queen West Apartment,83645143,Randi,,Niagara,43.64445,-79.40945,Entire home/apt,160,1,92,2019-11-27,7.62,1,0
30401659,Luxury 2 BR w/Terrace#,208320697,Oscar,,Waterfront Communities-The Island,43.64032,-79.39719,Entire home/apt,300,1,35,2019-11-05,2.88,1,176
30402507,Cozy room on Main Floor,30659343,Henry,,Rockcliffe-Smythe,43.67604,-79.47872,Private room,49,28,3,2019-08-12,0.27,4,51
30402972,Toronto Single family home (sleepover),185088557,Oyedele,,Rouge,43.81979,-79.21063,Private room,50,1,0,,,1,0
30403433,Spacious Condo in Downtown Toronto,79280072,Dyala,,Waterfront Communities-The Island,43.64427,-79.3913,Entire home/apt,164,20,9,2019-08-17,1.11,2,51
30404418,Stylish and Comfy Apartment in Bloordale Village,2103901,Yuri,,Dovercourt-Wallace Emerson-Junction,43.66611,-79.43053,Entire home/apt,60,2,48,2019-10-29,3.95,1,65
30405128,"Safe Area, close to highways&TTC, XL space, quiet!",187016806,Viktor,,Willowdale West,43.77192,-79.43328,Entire home/apt,449,2,0,,,1,0
30406368,Upscale Lakeshore Suite +LakeView & Balcony,129144080,Isaac,,Waterfront Communities-The Island,43.64529,-79.36355,Private room,78,1,1,2018-11-30,0.08,1,0
30417064,Luxurious Little Italy Family Gem,1537970,Rachel,,Palmerston-Little Italy,43.65646,-79.41701,Entire home/apt,451,3,2,2019-07-19,0.34,1,14
30417158,"2 sleeps/ 1 Bedroom Cozy Basement 
North York",12999174,Sara,,Newtonbrook West,43.78696,-79.4285,Entire home/apt,80,1,12,2019-11-22,1.05,2,0
30419052,Stunning 3-Bedroom Condo Downtown Toronto,225743177,Monica,,Waterfront Communities-The Island,43.64591,-79.39332,Entire home/apt,335,2,24,2019-09-27,2.06,6,311
30421877,Not Active PRIME Downtown @SCOTIABANK ARENA & UNIO,48445149,Ava,,Waterfront Communities-The Island,43.64237,-79.38262,Entire home/apt,180,1,89,2019-11-10,7.24,2,0
30423095,Luxurious Upscale Condo In Downtown Toronto,123500923,Richard,,Waterfront Communities-The Island,43.64526,-79.38879,Entire home/apt,170,2,67,2019-12-07,5.52,2,71
30423883,Executive Long-term Stays,49194550,Shalinee,,Lansing-Westgate,43.7659,-79.41488,Entire home/apt,150,181,0,,,1,365
30424472,High Floor Corner Unit w/ CN Tower views,70957528,Tony,,Waterfront Communities-The Island,43.64704,-79.3916,Entire home/apt,114,1,136,2019-12-03,11.18,2,99
30425730,"Cozy 2 Bedroom Suite, with parking,  self check in",66504345,Adriana,,O'Connor-Parkview,43.70687,-79.31158,Entire home/apt,95,1,55,2019-12-02,4.61,1,72
30427051,Comfortable Living Room,153012018,WeiHang,,Agincourt South-Malvern West,43.79207,-79.28069,Private room,34,1,0,,,1,0
30427906,Single Room in Character Apartment,43447950,Caroline,,Humewood-Cedarvale,43.68572,-79.42046,Private room,59,2,1,2019-07-04,0.19,1,0
30428250,"2 min walk to Weston GO station and ""GOOD TO GO!""",228454841,Oscar,,Weston,43.69872,-79.51488,Entire home/apt,85,1,1,2018-12-02,0.08,1,0
30429136,Luxury and spacious 1BR + Den - Financial District,228467834,Sofia,,Waterfront Communities-The Island,43.64803,-79.39336,Entire home/apt,125,2,49,2019-11-30,4.11,1,0
30437345,"Henry Farm 4 bedroom gem near subway, DVP & 401",4236174,Martha,,Henry Farm,43.77006,-79.34939,Entire home/apt,161,3,2,2019-01-02,0.17,1,0
30437759,❤Downtown Toronto Condo CN Tower Amazing View❤,134933529,Sylvia,,Waterfront Communities-The Island,43.64201,-79.38184,Entire home/apt,68,1,43,2019-12-06,3.51,9,313
30438120,Studio Fully Equipped Downtown Toronto,53697212,,,Dovercourt-Wallace Emerson-Junction,43.66308,-79.42633,Entire home/apt,120,10,5,2019-07-14,0.45,1,0
